职位,企业名称,地区,薪资,要求
盈天地资讯-大数据开发,苏州圆才信息科技有限公司,苏州,1.2-2万,苏州盈天地资讯科技有限公司成立于2013年，经过9年不断创新发展，成长为专注金融行业数字化服务，金融行业营销数字化赋能专家。公司现有成员近300人，总部坐落在苏州金鸡湖金融商务区，并在北京、上海、广州、南京、天津、杭州、沈阳、福州、厦门、郑州、长沙、成都等地设有分支机构，荣获多项专业奖项，并助力多家银行实现业绩跨越式增长。1、计算机、软件工程、信息工程等相关专业本科以上学历；2、丰富的服务器集群搭建、环境部署经验，有过大数据集群（cdh和ambari）搭建经验优先考虑；3、熟悉 Linux 操作系统和数据库；熟悉常用的中间件、网络通信协议4、能读懂java代码，有一定的写Python或者shell脚本能力；5、有强烈的责任心和良好的抗压能力，6、良好的内外部沟通技能及团队协作意识，7、能接受出差或驻场。
大数据开发工程师,普华永道商务服务（成都）有限公司,成都,1-1.5万,岗位职责：1． 负责大数据平台架构设计，包括数据可视化，数据集成，数据建模开发等；2． 熟悉Hadoop或Spark大数据生态技术产品，例如Sprak、HDFS、HBase、Hive等；熟悉CDH大数据平台架构优先考虑；3． 精通流式计算和批量计算框架之一，如Apache Spark、Spark streaming、Hadoop等，并具有1个或者以上项目经验4． 熟悉至少一种主流ETL开发工具，如DataX、Oracle GoldenGate等5． 熟悉至少两种主流报表工具：Fine BI/Tableau/PowerBI等；6． 精通数据库的开发设计，Spark SQL脚本的编写优化；任职资格：1． 本科及以上学历，计算机/数学/统计学专业背景优先，有财务项目背景优先；2． 3年以上相关工作经验，具备大数据平台的设计与实施经验者优先；3． 熟悉Hadoop/Hive、Spark架构者优先；4． 能够接受全国范围内长期出差；
大数据开发工程师,银联智惠信息服务（上海）有限公司,上海,1.2-2万·14薪,岗位职责： 1. 负责支持前端业务部门的数据处理需求；2. 负责标签体系建设及数据运营；3. 负责外部项目数据开发支持；4. 负责数据产品的数据处理模块设计及开发；5. 按时完成业务部门需求，完成项目及数据产品开发任务；6. 交付结果确保数据质量。岗位要求：1. 本科及以上学历，有1年以上大数据开发、数据仓库开发、数据分析相关经验； 2. 熟练掌握Hive SQL、python、Shell等开发语言，熟悉Hadoop、Hive、Spark等相关大数据工具；3. 熟悉Hive SQL、spark常用性能调优方法，熟悉常用的机器学习（如决策树、逻辑回归、聚类等）算法者优先；4、有海量数据处理的项目经验，有数据仓库或数据产品的架构设计能力；5、具有良好的沟通、团队协作以及项目管理能力，做事积极主动，乐于学习新知识。
大数据平台架构师,江苏运动健康研究院,南京,30-50万/年,职位诱惑：五险一金，企业发展职位描述：关键词：数据平台、数据分析平台、AI计算平台等工作职责:1、数据平台，数据分析平台，AI计算平台的设计与构建（包括接口，实现，运维）；2、根据业务要求，确保系统架构持续演进的同时，保证系统的高运行效率和高鲁棒性；3、内部基础工具和库的设计与开发；4、团队合作，平台技术攻关；岗位要求:1、计算机或相关专业毕业，本科及以上学历，3 年以上 Web 后端开发经验；2、精通 Python/Golang 语言，具有扎实的计算机技术基础和良好的编程习惯；3、熟悉容器(Docker)，容器编排(K8s)相关系统的使用;4、熟悉 DevOps、CI/CD，有实践经验者优先；5、熟悉 SQL 数据库(MySQL优先)设计，熟悉常见NoSQL存储(例如 Redis/Hbase/Riak等)；6、了解 PyTorch 框架；7、能快速学习和实践新知识，不惧怕技术挑战；8、有团队协作精神，注重沟通与传达。
大数据开发工程师,中国汽车工程研究院股份有限公司,重庆,1-2万,主要职责1、负责基于Hadoop/Spark平台架构的开发、设计和部署；2、完成大数据系统框架的设计和核心代码的编写；3、针对海量的数据进行统计、分析与挖掘，不断提高系统运行效率；4、负责对数据进行分析，为项目组提供大数据技术指导及分析手段支撑；5、负责大数据平台的性能监控和持续优化；针对需求提供大数据分析技术解决方案 ；6、负责大数据平台的运维工作，持续完善大数据平台，保证稳定性、安全性。任职资格1、3年大数据行业开发经验，计算机或相关专业本科以上学历；2、精通Hadoop（hdfs、hive、hbase）、Kafka、Redis、Zookeeper大数据平台架构，具有扎实的Java/Python等开发语言；并可以开发高效可靠的代码；3、具有较强的数据分析、数据挖掘的能力；4、熟悉spark、flink、Storm等计算框架者优先，对分布式存储和计算原理有较深的理解；5、严密的数学思维、突出的分析和归纳能力、优秀的沟通表达能；6、个性开朗，对技术钻研好学、逻辑思维能力强，沟通能力优秀，有团队合作精神。
大数据工程师,上海捷晓信息技术有限公司,上海,1.5-2.5万,1.负责数据仓库建设以及数据模型的设计和业务开发，为业务提供数据支持    2.负责大数据平台的设计和研发，涉及离线数据、实时数据、工作流调度等平台    3.负责跨数据中心的数据采集和接入工作    职位要求：    1.***本科及以上学历，计算机等理工科相关专业    2.一年及以上大数据技术栈开发经验    3.熟悉数据仓库理论，具备复杂的业务需求梳理能力    4.熟悉大数据开源技术，包含不限于Hadoop/Hive/Flink/Hbase/Impala/Kafka分布式框架/计算/存储/检索等相关技术，有相关技术栈性能调优经验优先    5.有实时OLAP和知识图谱经验优先    6.梳理当前团队技术瓶颈、技术栈短板评估，业务线大数据需求技术预判相关技术预研
大数据工程师（讲师）,北京中科特瑞科技有限公司,广州,1-1.8万,岗位职责：1、负责、参与大数据相关专业培养方案的制定与完善； 2、负责、参与大数据相关专业课程建设，包括教学大纲、教材、教学案例、教案、讲稿、多媒体课件等； 3、负责大数据相关专业课程的日常授课工作； 4、调研大数据人才市场需求发展趋势，研究最新大数据相关技术，更新人才培养方案及课程授课内容； 任职要求：1、计算机、数学、统计学等大数据相关专业本科及以上学历，并且有三年以上工作经验；（应届生***，谢谢）2、熟练掌握python、Java或其它语言，熟悉Linux操作系统；3、具备良好的语言表达能力，有强烈的责任感和团队意识；4、熟悉Hadoop、Spark、Tableau等大数据技术生态圈者优先；5、有大数据系统开发、数据挖掘、数据分析等数据处理工作经验者，或有大数据业务培训授课经验者优先；其他：1、根据工作和教学安排情况，有国家法定节假日+寒暑假。白云、从化、花都均有项目驻点需要招聘 大数据讲师
大数据开发工程师,浙江点创信息科技有限公司,丽水,7千-1.4万,1、熟练使用oracle、mysql、pgsql等一种或者多种数据库，并初步了解一些底层原理2、了解一些通用的nosql基础使用，如mongodb，ES等3、了解ETL基础思路，以及相关算法4、具有java高并发、多线程开发经验，基础扎实（或者有一年以上python开发经验）5、具有Kafka、kettle、Logstash等数据清洗工具使用经验者优先6、积极主动，能够主动设法完成任务，具有敏锐的数据嗅觉能力7、熟悉公安业务，或者有相关业务开发经验者优先
三维数据处理工程师,江苏星月测绘科技股份有限公司,盐城,6千-1.2万,工作地点：江苏省-盐城市-亭湖区-城东【岗位职责：】1. 负责城市实景三维模型和BIM模型的建设；2. 负责作业文件的起草、培训、检查；【岗位要求：】1.本科及以上学历毕业；2.熟练使用一种及以上数据处理软件，包括但不限于BIM-revit、tekla、3ds max，citymaker及其他主流建模软件；3. 有建模工作经验者优先
大数据课程研发员,广州粤嵌通信科技股份有限公司,广州,1.5-2.5万,"一、工作内容：  1、研究相关领域技术前沿，结合课程所需编撰规范的教学文案；  2、录制标准教学视频，包括培训正课、高校实训、众创空间等授课场景下的教学视频；  3、设计实验项目，开发项目代码；  4、设计各类考核题目，包括随堂练习、课后作业、阶段考试、笔试面试题等；  5、编撰教学指导手册，有效指导讲师现场组织课堂。    二、任职资格：  1、计算机、软件工程、信息工程等相关专业毕业，本科及以上学历；  2、3年以上Java项目开发经验，有一线教学经验优先，有课研经验者优先。  3、熟悉Java语言，熟悉虚拟机原理，数据结构和算法等基础扎实  4、对Hadoop等生态和体系架构有深入理解，熟悉其架构原理及其应用开发；  5、熟悉但不限于Hbase,Kudu，Spark，Hive，Flume等常用开源工具；  6、熟悉常用机器学习模型/算法框架，如GBDT/LR/SVM、Tensorflow/Caffe等；  7、熟练redis使用，熟悉队列，缓存等相关技术应用，熟悉kafka优先；  8、熟悉ElasticSearch原理，有调优经验优先；  9、熟悉Oracle/SQL Server/Mysql等主流数据库，熟悉SQL开发和优化技术；  10、有数据建模、数据清洗、数据转换、数据加载等工作经验。"
